0,18,10,1081863704
0,20,10,1081863704
0,23,6,1081863704
0,24,10,1081863704
0,25,10,1081863704
0,26,10,1081863704
0,27,10,1081863704
0,28,10,1081863704
0,29,7,1081863704
0,31,10,1081863704
0,32,9,1081863704
0,33,10,1081863704
0,34,6,1081863704
0,35,7,1081863704
0,40,7,1081863704
0,41,7,1081863704
0,42,10,1081863704
0,43,6,1081863704
0,45,4,1081863704
0,48,6,1081863704
0,49,2,1081863704
0,51,8,1081863704
0,52,9,1081863704
0,53,6,1081863704
0,55,8,1081863704
0,56,7,1081863704
0,58,7,1081863704
0,60,4,1081863704
0,61,1,1081863704
0,64,3,1081863704
0,65,10,1081863704
0,66,6,1081863704
0,67,5,1081863704
0,68,4,1081863704
0,70,9,1081863704
0,72,10,1081863704
0,73,5,1081863704
0,74,8,1081863704
0,76,1,1081863704
0,77,5,1081863704
0,79,1,1081863704
0,80,2,1081863704
0,82,6,1081863704
0,83,1,1081863704
0,84,5,1081863704
0,85,2,1081863704
0,86,7,1081863704
0,87,4,1081863704
0,88,1,1081863704
0,90,6,1081863704
1,34,10,1081863704
1,35,6,1081863704
1,60,1,1081863704
1,61,3,1081863704
1,64,6,1081863704
1,69,5,1081863704
1,76,8,1081863704
1,81,10,1081863704
2,33,9,1081863704
2,48,7,1081863704
4,15,9,1081863704
4,20,10,1081863704
5,35,9,1081863704
5,40,7,1081863704
5,48,9,1081863704
7,15,6,1081863704
8,31,10,1081863704
8,43,10,1081863704
8,52,10,1081863704
8,66,8,1081863704
10,60,7,1081863704
10,61,4,1081863704
10,64,8,1081863704
10,69,8,1081863704
10,76,5,1081863704
10,82,4,1081863704
10,83,8,1081863704
11,29,9,1081863704
11,31,10,1081863704
11,33,8,1081863704
11,34,1,1081863704
11,41,7,1081863704
11,43,10,1081863704
11,44,9,1081863704
11,46,6,1081863704
11,48,8,1081863704
11,49,3,1081863704
11,53,10,1081863704
11,57,7,1081863704
11,60,2,1081863704
11,64,6,1081863704
11,67,6,1081863704
11,68,8,1081863704
11,69,2,1081863704
11,72,8,1081863704
12,29,7,1081863704
12,34,6,1081863704
12,48,2,1081863704
12,53,5,1081863704
12,57,2,1081863704
12,90,6,1081863704
13,29,6,1081863704
13,33,10,1081863704
13,34,2,1081863704
13,41,6,1081863704
13,42,8,1081863704
13,46,1,1081863704
13,51,8,1081863704
13,52,10,1081863704
14,16,5,1081863704
14,23,5,1081863704
14,29,3,1081863704
14,35,6,1081863704
14,45,5,1081863704
14,46,7,1081863704
14,52,5,1081863704
14,54,5,1081863704
14,55,5,1081863704
14,56,7,1081863704
14,57,7,1081863704
14,58,5,1081863704
0,89,3,1081940661
0,75,8,1081940930
0,63,8,1081940945
5,29,7,1081953879
5,77,7,1081953894
0,96,7,1082103500
0,95,5,1082103506
0,91,4,1082103531
0,97,3,1082103666
0,101,9,1082105132
0,92,8,1082105134
4,100,10,1082274412
4,91,4,1082274467
4,85,4,1082274468
4,67,6,1082274470
4,84,4,1082274474
4,88,4,1082274475
4,68,4,1082274477
4,66,5,1082274478
4,96,5,1082274480
4,95,6,1082274481
4,43,5,1082274483
4,73,5,1082274484
4,50,5,1082274485
4,87,5,1082274486
4,97,5,1082274487
4,44,5,1082274489
4,86,5,1082274489
4,79,2,1082274649
0,102,7,1082371547
3,70,10,1082461105
0,81,1,1082462441
0,94,6,1082531972
0,99,6,1082532667
0,69,7,1082532668
1,77,7,1082615762
1,79,6,1082615762
1,89,4,1082615770
1,83,7,1082615774
4,65,7,1082640926
0,104,4,1083091832
0,44,9,1083091842
8,85,1,1083332793
8,44,6,1083332816
8,105,7,1083332864
8,96,1,1083332920
8,95,1,1083332923
5,53,7,1083933337
0,59,6,1083937267
4,83,5,1083939220
0,108,7,1084272648
0,109,6,1084354479
5,34,7,1084361546
5,59,8,1084546353
5,58,6,1084546363
5,103,8,1084546903
5,75,8,1084546916
5,74,10,1084546918
5,41,7,1084546987
5,57,5,1084547002
5,49,1,1084547005
14,70,10,1084551103
