0,329,10,1081863704
0,331,10,1081863704
0,334,6,1081863704
0,335,10,1081863704
0,336,10,1081863704
0,337,10,1081863704
0,338,10,1081863704
0,339,10,1081863704
0,340,7,1081863704
0,342,10,1081863704
0,343,9,1081863704
0,344,10,1081863704
0,345,6,1081863704
0,346,7,1081863704
0,351,7,1081863704
0,352,7,1081863704
0,353,10,1081863704
0,354,6,1081863704
0,356,4,1081863704
0,359,6,1081863704
0,360,2,1081863704
0,362,8,1081863704
0,363,9,1081863704
0,364,6,1081863704
0,366,8,1081863704
0,367,7,1081863704
0,369,7,1081863704
0,371,4,1081863704
0,372,1,1081863704
0,375,3,1081863704
0,376,10,1081863704
0,377,6,1081863704
0,378,5,1081863704
0,379,4,1081863704
0,381,9,1081863704
0,383,10,1081863704
0,384,5,1081863704
0,385,8,1081863704
0,387,1,1081863704
0,388,5,1081863704
0,390,1,1081863704
0,391,2,1081863704
0,393,6,1081863704
0,394,1,1081863704
0,395,5,1081863704
0,396,2,1081863704
0,397,7,1081863704
0,398,4,1081863704
0,399,1,1081863704
0,401,6,1081863704
1,1011,6,1081863704
1,345,10,1081863704
1,346,6,1081863704
1,371,1,1081863704
1,372,3,1081863704
1,375,6,1081863704
1,380,5,1081863704
1,387,8,1081863704
1,392,10,1081863704
2,344,9,1081863704
2,359,7,1081863704
4,326,9,1081863704
4,331,10,1081863704
5,1128,8,1081863704
5,346,9,1081863704
5,351,7,1081863704
5,1155,6,1081863704
5,359,9,1081863704
7,326,6,1081863704
8,342,10,1081863704
8,354,10,1081863704
8,363,10,1081863704
8,377,8,1081863704
9,1166,10,1081863704
10,371,7,1081863704
10,372,4,1081863704
10,375,8,1081863704
10,380,8,1081863704
10,387,5,1081863704
10,393,4,1081863704
10,394,8,1081863704
11,340,9,1081863704
11,342,10,1081863704
11,344,8,1081863704
11,345,1,1081863704
11,352,7,1081863704
11,354,10,1081863704
11,355,9,1081863704
11,357,6,1081863704
11,359,8,1081863704
11,360,3,1081863704
11,364,10,1081863704
11,368,7,1081863704
11,371,2,1081863704
11,375,6,1081863704
11,378,6,1081863704
11,379,8,1081863704
11,380,2,1081863704
11,1222,9,1081863704
11,383,8,1081863704
12,340,7,1081863704
12,345,6,1081863704
12,359,2,1081863704
12,364,5,1081863704
12,368,2,1081863704
12,401,6,1081863704
13,1237,10,1081863704
13,340,6,1081863704
13,344,10,1081863704
13,345,2,1081863704
13,352,6,1081863704
13,353,8,1081863704
13,357,1,1081863704
13,362,8,1081863704
13,363,10,1081863704
14,327,5,1081863704
14,334,5,1081863704
14,340,3,1081863704
14,346,6,1081863704
14,1221,5,1081863704
14,356,5,1081863704
14,357,7,1081863704
14,363,5,1081863704
14,365,5,1081863704
14,366,5,1081863704
14,367,7,1081863704
14,368,7,1081863704
14,369,5,1081863704
15,346,9,1081863704
15,359,9,1081863704
16,1237,10,1081863704
16,354,5,1081863704
16,361,8,1081863704
16,396,5,1081863704
16,397,6,1081863704
16,398,5,1081863704
16,399,2,1081863704
18,371,1,1081863704
18,372,1,1081863704
18,375,1,1081863704
18,380,1,1081863704
18,381,1,1081863704
18,387,1,1081863704
18,1012,10,1081863704
20,374,1,1081863704
20,385,1,1081863704
20,386,10,1081863704
21,375,1,1081863704
21,381,1,1081863704
21,388,7,1081863704
21,390,4,1081863704
21,391,1,1081863704
21,392,1,1081863704
21,394,1,1081863704
21,405,10,1081863704
21,1295,8,1081863704
0,400,3,1081940661
0,386,8,1081940930
0,374,8,1081940945
5,340,7,1081953879
5,388,7,1081953894
19,402,7,1082029165
19,397,7,1082029172
16,406,8,1082035870
16,408,6,1082035876
16,377,7,1082035887
16,395,10,1082035894
0,407,7,1082103500
0,406,5,1082103506
0,402,4,1082103531
0,408,3,1082103666
0,412,9,1082105132
0,403,8,1082105134
4,411,10,1082274412
4,402,4,1082274467
4,396,4,1082274468
4,378,6,1082274470
4,395,4,1082274474
4,399,4,1082274475
4,379,4,1082274477
4,377,5,1082274478
4,407,5,1082274480
4,406,6,1082274481
4,354,5,1082274483
4,384,5,1082274484
4,361,5,1082274485
4,398,5,1082274486
4,408,5,1082274487
4,355,5,1082274489
4,397,5,1082274489
4,390,2,1082274649
0,413,7,1082371547
3,381,10,1082461105
0,392,1,1082462441
0,405,6,1082531972
0,410,6,1082532667
0,380,7,1082532668
22,387,4,1082537603
22,372,1,1082537610
22,392,1,1082537613
22,381,2,1082537614
22,391,1,1082537615
22,390,2,1082537616
22,393,2,1082537618
22,388,1,1082537619
22,380,1,1082537622
22,371,1,1082537629
22,410,8,1082537630
22,401,4,1082537633
22,394,2,1082537637
22,375,1,1082537639
22,405,2,1082537645
22,1012,2,1082537649
22,400,2,1082537652
22,366,7,1082538403
22,378,5,1082538784
22,385,1,1082538821
1,388,7,1082615762
1,390,6,1082615762
1,400,4,1082615770
1,394,7,1082615774
4,376,7,1082640926
0,415,4,1083091832
0,355,9,1083091842
8,396,1,1083332793
8,355,6,1083332816
8,416,7,1083332864
8,407,1,1083332920
8,406,1,1083332923
16,417,7,1083352874
16,416,10,1083352876
16,415,2,1083352886
16,384,5,1083352889
5,364,7,1083933337
0,370,6,1083937267
4,394,5,1083939220
23,380,6,1084184167
23,381,10,1084184175
23,371,2,1084184279
15,380,6,1084184379
0,419,7,1084272648
0,420,6,1084354479
5,345,7,1084361546
24,334,6,1084474344
5,370,8,1084546353
5,369,6,1084546363
5,414,8,1084546903
5,386,8,1084546916
5,385,10,1084546918
5,352,7,1084546987
5,368,5,1084547002
5,360,1,1084547005
14,381,10,1084551103
14,392,5,1084551105
14,387,2,1084551108
14,372,8,1084551112
14,410,9,1084551115
14,405,5,1084551123
14,375,5,1084551126
14,400,6,1084551128
14,388,3,1084551135
14,391,3,1084551136
14,390,2,1084551138
16,402,8,1084833184
16,411,7,1084833189
16,379,5,1084833193
16,407,5,1084833199
16,378,4,1084833202
11,361,8,1085115889
0,423,8,1085146693
0,424,10,1085146770
0,425,7,1085146890
0,416,8,1085147313
0,426,10,1085387748
0,427,9,1085396064
5,421,10,1085408312
5,422,4,1085408316
0,428,9,1085477753
0,429,9,1085477756
8,360,1,1085479938
8,346,8,1085479943
8,364,6,1085479962
8,359,8,1085480073
8,345,4,1085480092
8,383,10,1085480117
8,430,10,1085480120
8,425,10,1085480122
8,432,7,1085480219
8,392,1,1085480261
8,388,1,1085480265
8,390,1,1085480267
8,393,8,1085480272
8,387,1,1085480280
8,371,1,1085480290
8,410,10,1085480296
8,401,10,1085480299
8,375,1,1085480302
8,400,10,1085480305
8,405,8,1085480314
8,433,10,1085480340
5,428,8,1085481239
5,429,7,1085481240
0,432,6,1085490890
0,435,8,1085491008
13,427,8,1085514989
13,368,4,1085515000
13,359,6,1085515008
13,420,1,1085515014
13,360,1,1085515027
13,374,9,1085515069
13,414,8,1085515555
13,385,9,1085515562
13,393,10,1085515681
13,405,10,1085515688
13,371,1,1085515698
13,381,8,1085515782
13,410,9,1085515790
26,435,6,1085519452
5,390,5,1085571565
25,327,6,1085577817
0,433,4,1085578404
0,328,10,1085579179
14,428,10,1085836765
14,1276,10,1085836778
14,430,8,1085837114
14,432,7,1085837120
11,425,8,1085983961
0,421,8,1086015567
0,437,7,1086015574
0,422,7,1086015576
0,438,9,1086116054
0,431,8,1086116077
0,439,8,1086155971
1,433,3,1086171459
1,401,4,1086171462
1,405,2,1086171467
1,1012,5,1086171468
1,1013,4,1086171489
5,391,1,1086174625
5,1013,2,1086174633
0,440,10,1086174635
5,392,2,1086174680
5,1012,1,1086174697
5,401,1,1086174702
5,1156,9,1086174870
5,434,8,1086174874
5,436,7,1086174879
5,437,5,1086174899
15,434,7,1086182424
15,426,9,1086182427
