0,10,8
0,11,10
0,12,10
0,13,10
0,14,7
0,15,10
0,16,10
0,17,10
0,18,6
0,19,10
0,20,10
0,21,10
0,22,10
0,23,10
0,24,7
0,25,10
0,26,10
0,27,9
0,28,10
0,29,6
0,30,7
0,31,10
0,32,10
0,33,10
0,34,10
0,35,7
0,36,7
0,37,10
0,38,6
0,39,9
0,40,4
0,41,4
0,42,10
0,43,6
0,44,2
0,45,10
0,46,8
0,47,9
0,48,6
0,49,10
0,50,8
0,51,7
0,52,6
0,53,7
0,54,6
0,55,4
0,56,1
0,57,10
0,58,8
0,59,3
0,60,10
0,61,6
0,62,5
0,63,4
0,64,7
0,65,9
0,66,10
0,67,10
0,68,5
0,69,8
0,70,8
0,71,1
0,72,5
0,73,10
0,74,1
0,75,2
0,76,1
0,77,6
0,78,1
0,79,5
0,80,2
0,81,7
0,82,4
0,83,1
0,84,3
0,85,6
0,86,4
0,87,8
0,88,10
0,89,6
0,90,5
0,91,7
0,92,3
0,93,10
0,94,6
0,95,10
0,96,9
0,97,7
0,98,6
0,99,4
1,14,9
1,24,10
1,29,10
1,30,6
1,36,6
1,41,8
1,43,7
1,44,4
1,48,1
1,52,8
1,53,6
1,54,9
1,55,1
1,56,3
1,59,6
1,64,5
1,65,7
1,67,7
1,71,8
1,72,7
1,74,6
1,76,10
1,78,7
1,84,4
1,85,4
1,89,2
1,98,9
2,24,6
2,27,7
2,28,9
2,29,8
2,30,4
2,40,8
2,41,3
2,43,7
2,44,1
2,46,9
2,48,7
2,51,7
2,53,8
2,54,2
2,55,8
2,56,4
2,59,6
2,64,2
2,65,10
2,71,3
2,72,2
2,74,2
2,75,2
2,76,4
2,78,2
2,84,4
2,85,10
2,87,8
2,89,10
2,96,6
3,65,10
4,10,9
4,11,6
4,12,10
4,13,10
4,15,10
4,16,10
4,17,10
4,19,10
4,20,10
4,25,10
4,31,10
4,32,10
4,33,10
4,34,10
4,38,5
4,39,5
4,42,10
4,45,5
4,49,10
4,55,9
4,56,7
4,57,10
4,59,7
4,60,7
4,61,5
4,62,6
4,63,4
4,64,8
4,65,9
4,68,5
4,70,10
4,71,9
4,72,1
4,73,10
4,74,2
4,75,1
4,76,6
4,78,5
4,79,4
4,80,4
4,81,5
4,82,5
4,83,4
4,85,4
4,86,4
4,87,1
4,88,10
4,89,10
4,90,6
4,91,5
4,92,5
4,93,10
4,95,10
4,96,6
5,10,4
5,11,8
5,24,7
5,28,8
5,29,7
5,30,9
5,35,7
5,36,7
5,41,8
5,43,9
5,44,1
5,48,7
5,52,5
5,53,6
5,54,8
5,55,8
5,64,6
5,65,4
5,69,10
5,70,8
5,72,7
5,74,5
5,75,1
5,76,2
5,85,1
5,89,9
5,98,8
6,66,8
7,10,6
8,11,8
8,24,9
8,26,10
8,29,4
8,30,8
8,36,4
8,38,10
8,39,6
8,41,5
8,43,8
8,44,1
8,47,10
8,48,6
8,52,6
8,53,4
8,55,1
8,56,8
8,59,1
8,61,8
8,64,6
8,65,1
8,67,10
8,71,1
8,72,1
8,74,1
8,75,1
8,76,1
8,77,8
8,78,1
8,80,1
8,84,10
8,85,10
8,89,8
8,90,1
8,91,1
8,94,10
8,95,8
