0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
326,10
327,11
328,12
329,13
330,14
331,15
332,16
333,17
334,18
335,19
336,20
337,21
338,22
339,23
340,24
341,25
342,26
343,27
344,28
345,29
346,30
347,31
348,32
349,33
350,34
351,35
352,36
353,37
354,38
355,39
356,40
357,41
358,42
359,43
360,44
361,45
362,46
363,47
364,48
365,49
366,50
367,51
368,52
369,53
370,54
371,55
372,56
373,57
374,58
375,59
376,60
377,61
378,62
379,63
380,64
381,65
382,66
383,67
384,68
385,69
386,70
387,71
388,72
389,73
390,74
391,75
392,76
393,77
394,78
395,79
396,80
397,81
398,82
399,83
400,84
401,85
402,86
403,87
404,88
405,89
406,90
407,91
408,92
409,93
410,94
411,95
412,96
413,97
414,98
415,99
